lost,managers,returns,asset_classes,yrs_client,profit,priority,appusage,AUM,satisfaction
1,11,-0.00546097,2,2.149153296,3,4,0.220074027,292,7
0,3,0.003673019,1,2.251121816,3,2,0.156905053,320,7
0,3,-0.01192288,1,1.768778315,1,3,0.029068016,535,7
0,4,0.001592241,1,2.512964935,2,4,0.061051299,355,4
1,9,-0.011051465,3,1.514301332,5,5,0.128834641,478,1
1,5,0.000270651,1,2.641140901,1,5,0.446958753,305,6
0,5,-0.008187449,1,1.06456124,2,5,0.031732955,295,3
0,6,-0.009691047,2,2.639074589,4,8,0.132081828,613,8
0,6,0.00105056,4,1.984608946,2,8,0.093756971,460,8
1,12,0.004766382,6,2.449755739,5,7,0.146861269,509,5
0,9,-0.015111538,1,0.751691405,0,3,0.06184716,304,4
1,17,-0.011886379,5,2.171441155,1,9,0.314440159,489,5
0,6,-0.015545668,1,1.702836794,0,4,0.107295244,367,7
0,9,-0.008955286,3,1.619487511,3,3,0.072119725,381,5
0,11,-0.012171036,2,0.841539286,0,3,0.131206892,261,6
0,10,-0.00726214,1,1.136660352,0,7,0.121664184,432,3
0,13,-0.003337669,5,2.969003411,3,6,0.238465521,483,7
0,5,-0.007476605,1,2.357634132,3,6,0.215900828,500,6
0,7,-0.008297292,1,1.894228632,1,4,0.237332223,398,5
1,14,-0.003054542,7,2.141152063,7,8,0.145078958,412,8
0,4,-0.012539915,2,1.83967158,2,3,0.382483912,310,2
0,16,0.007699097,5,2.860523449,5,9,0.41822182,446,7
0,2,-0.008171048,1,1.664766153,1,7,0.117098927,359,3
1,10,0.002166271,3,2.863649685,6,7,0.502525014,567,7
1,9,-0.012173834,3,2.124473134,6,5,0.200281705,481,6
0,5,0.000258077,2,2.351085938,0,4,0.169471057,531,8
1,7,-0.005827047,4,1.949342377,5,6,0.15496782,575,5
0,13,0.002481636,3,2.330154986,3,7,0.122483416,406,3
1,10,-0.000974736,4,2.445098754,6,6,0.397021477,644,6
1,9,0.003278931,2,2.756158799,4,8,0.179355067,481,6
0,3,-0.006947922,2,2.337147346,1,3,0.165733748,377,4
0,5,-0.002564929,1,1.63678045,3,3,0.118694148,378,7
0,4,-0.001674891,2,3.096711006,1,6,0.11850203,363,3
0,5,-0.006810117,3,2.855436514,1,2,0.090591051,368,3
0,22,-0.004502237,3,3.154029415,7,8,0.378308592,572,8
0,7,-0.006817503,3,2.529300023,0,7,0.155610275,367,8
0,6,-0.011608541,3,1.221299263,0,4,0.05954813,373,4
0,6,-0.000773309,1,1.663898119,1,7,0.045038589,356,1
0,14,-0.002773332,4,2.391286196,2,7,0.085533343,484,5
0,6,-0.002840289,2,0.865499951,2,3,0.091906808,333,3
0,10,-0.006074848,2,2.012982257,2,8,0.114776507,301,8
1,8,-0.004850664,1,2.192114216,1,4,0.163546011,305,6
1,16,0.003201726,6,3.009131764,4,4,0.293687701,565,6
1,7,-0.012206882,3,2.050841712,0,7,0.102094044,306,2
0,4,-0.006429378,4,1.317632603,0,5,0.074739766,330,6
1,10,-0.003873872,1,2.279810572,2,8,0.143438369,605,7
1,13,0.00027373,2,2.947987164,5,9,0.769201079,768,8
1,4,0.000333955,1,2.190829031,1,2,0.064486842,449,1
0,14,0.003557096,2,2.659819513,3,6,0.048327894,357,4
0,10,-0.003186001,2,2.414419979,4,9,0.188046662,420,5
0,13,-0.005332445,4,1.84256364,3,5,0.179846892,443,4
0,6,0.002085998,1,2.400963621,3,5,0.193290478,410,6
0,6,-0.001220311,3,2.115047745,2,4,0.17250124,347,8
1,19,-0.001640156,6,1.793200811,3,5,0.106343677,652,2
1,7,0.000839037,6,2.365718626,3,7,0.154652612,571,9
0,4,-0.008711373,1,1.722902479,3,3,0.079994553,368,4
1,2,-0.008684008,2,1.777444861,1,5,0.133584323,379,5
0,12,-0.004113815,1,2.083575941,4,9,0.207096805,451,8
0,11,-0.005580746,3,1.736389501,6,6,0.336795216,466,4
0,14,0.004244354,1,2.718326469,4,5,0.189057002,440,7
1,13,-0.006516134,5,2.648280615,2,6,0.213146181,642,9
0,13,-0.004048952,1,2.492283844,0,5,0.07807641,408,6
1,2,-0.002526598,5,3.021705023,2,8,0.110529433,427,6
1,13,8.89E-05,3,2.674298398,5,8,0.185512144,589,9
0,5,0.003438973,5,2.159830714,1,7,0.212406363,490,6
0,12,-0.003457051,1,1.888211824,1,4,0.12839017,393,4
0,9,-0.004679572,1,2.168251722,3,4,0.27202655,472,6
0,6,0.000241329,3,1.559251232,4,8,0.270421802,513,7
0,6,-0.006705709,3,2.093738048,1,3,0.09321716,307,4
0,12,-0.003079191,2,1.581367615,1,4,0.254829557,463,4
0,8,-0.004235658,1,1.900288796,2,4,0.181744791,252,8
1,14,0.00412119,2,2.50688,5,9,0.186507658,488,7
0,4,-0.010647171,3,1.545533616,4,4,0.218633013,375,3
0,13,-0.00227869,1,2.423175013,4,4,0.096417258,397,6
0,14,-0.008843531,4,2.745133004,3,5,0.134601137,431,3
1,7,-0.010156008,4,2.740811371,4,8,0.119948757,383,8
1,8,-0.005081538,1,2.556860127,3,1,0.076932038,559,6
1,5,-0.002876664,4,3.536555781,3,9,0.080374727,417,4
0,7,-0.003319612,4,2.576823809,5,4,0.241970402,455,8
0,3,-0.004986281,1,2.264824891,2,4,0.101081494,378,5
1,21,0.001946543,5,2.42056072,5,6,0.25901837,582,8
0,14,-0.014217163,2,1.513192547,0,5,0.154649636,377,5
0,7,0.001835103,2,1.542164946,1,4,0.090725683,468,8
0,7,-2.07E-05,4,2.522690345,4,6,0.083236632,512,8
0,13,0.003595891,3,2.181557958,5,5,0.150176425,497,8
1,5,-0.01171028,4,2.362654201,2,6,0.063346555,210,8
0,3,-0.015937753,1,1.238060731,3,5,0.062883369,411,4
1,10,0.005845805,1,2.659002511,6,3,0.058970651,460,9
0,13,-0.001765071,3,1.9328544,5,7,0.083896134,480,6
0,18,-0.007016013,1,1.624431055,2,3,0.248786467,424,4
0,4,-0.003219295,1,2.428287157,3,7,0.059227729,403,2
0,9,-0.003890607,4,2.123568208,5,7,0.111933252,334,5
1,13,-0.00192129,3,3.873413882,6,7,0.241958799,516,9
0,8,-0.004194877,3,1.62217696,4,6,0.150684167,337,7
0,12,0.00378965,2,1.709703341,3,8,0.071978358,365,5
0,13,0.00398205,1,2.79906267,3,4,0.217062081,310,6
0,7,0.001214333,3,2.084445722,2,8,0.135187683,466,9
0,14,0.006055699,5,2.689283051,4,9,0.140463902,349,7
1,8,0.001961645,1,1.242289774,1,6,0.27822523,452,6
0,4,-0.004058784,1,1.614816709,3,2,0.053242452,285,5
0,2,-0.013492582,1,1.114773571,1,1,0.105527779,280,4
0,14,-0.013685779,3,2.738013924,2,9,0.154913232,508,4
0,4,0.00247773,4,2.736368472,5,4,0.153163476,359,6
0,6,-0.000407182,4,2.308385439,0,6,0.10308483,598,4
1,4,-0.004573006,2,2.398905156,2,6,0.295845373,551,8
1,4,-0.002329144,2,2.190671548,2,7,0.173920127,488,9
0,2,-0.008974843,1,1.62591487,3,4,0.15495635,341,4
1,7,0.000908004,2,2.65967445,4,9,0.14563516,557,8
0,9,0.000864076,3,2.464885646,1,4,0.153505538,403,4
1,11,-0.008337558,4,2.04215819,0,3,0.17391487,362,2
1,11,-0.003065237,2,1.865326439,4,6,0.151897938,639,5
1,16,-0.000618784,5,2.205746978,3,5,0.336713751,348,9
0,5,-0.004700778,4,1.899327217,1,9,0.127618297,544,6
0,4,-0.007867515,1,1.978106699,0,4,0.072062646,170,7
0,12,-0.003768666,2,2.508867402,4,6,0.085421672,349,9
0,10,-0.008720176,1,1.289876476,0,4,0.165003487,256,5
0,4,-0.001090733,3,2.266799618,5,7,0.133437916,283,4
0,7,-0.004477996,2,2.652293951,0,1,0.09404005,224,4
0,17,-0.003800482,4,2.122582645,5,9,0.082692308,457,5
1,9,-0.009224704,1,1.64733966,0,4,0.115598384,394,3
1,9,-0.002719855,3,2.129640361,6,5,0.19333597,454,9
1,12,0.008435168,5,2.971132403,9,8,0.447406784,430,8
0,3,-0.00237605,1,1.43910709,2,3,0.059774757,242,7
0,2,-0.009901573,3,1.771727498,2,5,0.256964168,465,5
0,11,-0.007563875,2,2.199899826,2,4,0.212957505,468,2
1,18,0.004901683,3,2.53232267,0,4,0.434330943,504,8
0,20,-0.002461311,5,2.785811859,1,8,0.283039319,437,9
0,13,-0.002594017,2,2.110270802,4,5,0.134706284,624,7
1,11,-0.005741235,1,2.080010033,2,7,0.073753122,408,5
1,4,-0.001433064,2,2.032787536,4,6,0.149902006,298,4
0,3,-0.009518249,1,1.74804094,2,4,0.054248091,219,6
0,6,0.001661961,1,2.671623987,3,7,0.192884349,351,7
0,5,-0.011459207,1,2.067221606,3,5,0.079087566,278,6
0,8,-0.003084649,1,1.787411175,3,5,0.121963185,408,3
1,12,-0.00753777,4,1.901656136,2,3,0.159609516,262,8
0,7,-0.013470941,2,2.330884675,0,6,0.052646863,298,3
0,3,-0.009844408,1,1.415134871,3,6,0.044644385,349,5
0,8,-0.004933605,1,2.654271722,1,9,0.112953844,391,9
0,9,0.001369958,3,2.36456162,0,5,0.091897629,440,8
1,16,0.00181562,1,2.459328832,1,9,0.195299464,421,7
0,7,-0.000980501,2,1.704441067,1,8,0.087587944,336,4
0,5,-0.010139696,3,1.06269497,0,9,0.168760211,442,2
1,15,-0.004545271,3,2.666857247,6,6,0.624533483,792,7
0,9,-0.00875282,2,2.837515155,5,9,0.174356106,529,7
0,5,-0.005843642,2,1.741402193,5,5,0.127749852,464,4
0,6,-0.000729094,3,2.635187007,3,8,0.056230172,414,7
0,10,0.003494502,4,1.663640525,2,2,0.088661,320,7
0,4,-0.003394621,2,2.305534813,0,7,0.175766462,382,6
0,5,-0.008379417,4,2.171948556,3,8,0.094680382,475,7
1,16,-0.005701531,1,2.045899721,1,6,0.098625804,665,6
0,13,0.001156217,3,2.357154839,2,9,0.39369511,532,2
0,7,-0.008424939,1,1.854358275,0,1,0.080129575,198,4
0,11,0.003468347,2,1.942833042,0,5,0.189785425,746,3
0,20,-0.005206342,4,2.134678572,5,4,0.18999707,579,6
0,9,0.003351227,3,1.641622232,3,8,0.156030469,446,7
1,2,0.004808752,1,2.875073269,2,8,0.095213094,416,7
0,5,-0.011956954,1,1.680676936,1,8,0.038877015,385,3
0,17,0.003516802,2,2.045931477,4,7,0.085602133,351,8
0,12,0.002640698,5,2.712432873,5,6,0.206509765,417,8
0,12,0.000921827,3,1.499368229,4,7,0.172201615,593,7
1,22,0.005064246,3,2.675437561,2,5,0.119994159,505,6
0,11,0.002889427,1,1.318082216,6,8,0.305893111,565,8
0,13,-0.00651749,2,2.253545213,2,5,0.191427962,517,7
0,13,-0.003273368,2,1.686106795,0,4,0.106655522,484,3
0,2,-0.002856812,2,1.481638268,1,9,0.129789538,425,5
0,8,-0.011082121,1,2.412326211,4,8,0.112737296,273,3
0,9,-0.003277023,1,2.442232852,4,4,0.135368099,507,5
0,6,0.004916116,3,2.024199254,2,5,0.196370668,437,6
1,12,-0.001086094,5,2.520891167,2,8,0.123565688,353,7
0,4,-0.00156683,2,2.115998922,3,4,0.119936189,324,7
0,11,-0.003424392,1,1.994812564,2,6,0.13089617,593,3
0,9,-0.003231353,4,3.209179686,4,6,0.309123933,507,7
0,5,-0.011221941,3,2.141521153,1,4,0.072193111,358,6
1,20,0.010648672,5,2.130350791,6,7,0.25824537,572,6
0,8,0.002249422,2,1.854689655,0,4,0.139896716,353,4
0,12,-0.001326675,1,2.070772157,1,3,0.086778883,465,7
0,9,-0.002868707,2,2.418519077,5,5,0.190834234,560,8
0,11,-0.002489572,1,2.366925384,1,7,0.105777344,403,7
0,5,-0.007916189,3,2.50163565,0,1,0.110148565,326,2
1,8,-0.004205119,1,1.654728102,5,5,0.115862098,499,5
0,11,-0.002255518,1,1.806247242,1,2,0.086134798,307,5
0,4,-0.013540632,3,1.658938187,2,4,0.081126736,428,4
0,3,0.007511549,2,0.813032116,1,4,0.047012359,120,3
0,2,-0.007556956,2,2.783363605,1,4,0.14792271,343,4
0,3,-0.014499446,2,1.89777242,0,6,0.058456724,483,4
0,11,-0.000933782,1,2.582514766,4,5,0.231314226,597,7
0,10,-0.004105501,1,2.46087284,3,4,0.166283946,352,3
0,7,-0.010758186,2,2.97260116,1,9,0.235367004,284,5
0,13,-0.00143756,4,2.003601869,4,2,0.104895154,504,9
0,3,-0.008452067,2,1.732211565,3,4,0.288251924,321,4
0,11,0.002643049,5,1.926287545,4,3,0.138765618,279,7
0,6,-0.01250574,3,1.749809087,0,4,0.058460496,427,4
1,11,-0.010009801,1,1.650783301,1,8,0.241379865,479,8
0,5,-0.005454203,3,1.585485107,0,5,0.059944072,443,3
0,6,-0.011822529,3,2.490110122,0,7,0.083717814,423,7
0,12,-0.001934668,3,2.255845335,1,3,0.28780529,404,5
1,6,-0.001459983,3,2.932456793,3,6,0.300755788,577,6
0,3,-0.004663741,3,2.149918217,3,5,0.144745498,419,3
0,6,-0.008213643,5,1.505396111,2,3,0.278173264,450,6
1,10,-0.003114122,7,2.104941885,5,6,0.248973121,481,7
0,7,-0.004215249,3,2.848976077,3,4,0.21601959,400,4
1,13,-0.004784119,1,2.324842561,0,9,0.165563767,307,6
0,10,-0.002267384,5,2.163360015,1,6,0.056983181,396,6
0,10,-0.004391377,2,2.378328176,1,5,0.175361073,383,7
0,11,-0.006426936,4,2.268375268,2,6,0.148442251,558,9
0,5,-0.00681725,2,1.96202558,1,2,0.102317535,295,2
0,4,-0.002774419,1,2.563889603,7,4,0.11061645,491,6
0,4,-0.012736235,1,1.923888591,2,3,0.085989722,349,4
1,3,0.00056814,4,1.845262998,3,7,0.168983875,286,4
0,18,-0.010788166,1,2.304219435,6,6,0.194356563,565,7
0,13,-0.01271324,3,1.720448977,0,5,0.101327601,472,4
0,3,-0.003002679,5,2.108088661,2,3,0.127725791,565,5
0,16,-0.005102516,4,1.736961095,4,8,0.569921585,337,8
0,3,-0.012141812,1,1.252987519,0,4,0.143220357,434,5
0,15,-0.004869275,3,2.660496105,3,6,0.272348139,505,4
0,6,-0.0031429,3,2.556590416,0,6,0.094829737,354,7
1,8,0.005341831,3,2.658707106,2,7,0.228977002,485,5
0,15,-0.007395584,2,2.705487326,3,7,0.107679609,399,8
0,10,-3.49E-06,4,2.285064833,1,9,0.190741642,371,4
0,8,-0.000109818,5,2.721145972,2,5,0.131518125,377,6
0,14,0.002770325,3,2.55802065,1,7,0.152018932,434,7
0,2,-0.004301322,1,1.647140231,1,6,0.08725823,263,3
0,2,-0.011040324,1,1.961430167,4,3,0.122381682,213,5
0,10,0.004226606,1,2.212086766,3,5,0.16860339,531,8
0,5,-0.005113366,1,1.287882539,0,2,0.062615705,383,4
0,16,-0.000466135,1,2.815168505,0,4,0.099795499,526,5
0,10,0.002799718,1,1.911089106,1,4,0.118364547,648,9
1,12,0.000532357,3,1.468748934,1,6,0.075107631,455,4
1,9,-0.000771921,2,2.396883472,6,8,0.244070896,473,7
0,4,-0.006877861,5,2.359272473,0,2,0.063737538,344,3
1,11,-0.013550069,1,2.160293258,2,7,0.077294382,405,4
0,7,0.007156058,2,2.392396319,2,9,0.139684433,425,6
0,8,-0.003021905,2,2.113639287,2,7,0.11611218,400,5
1,4,-0.007864215,2,2.251567719,0,3,0.22477113,417,4
0,11,-0.006957647,1,1.587019675,2,7,0.058598458,371,4
1,27,0.004675658,5,2.455288508,6,6,0.206120315,531,9
0,8,-0.004103684,1,2.697072401,2,7,0.16042786,397,7
0,5,-0.008274145,1,2.598166821,0,9,0.092766062,293,5
0,6,-0.002596406,5,2.170230529,1,7,0.185623421,318,6
0,12,-0.002272189,1,2.558202764,0,8,0.065842669,499,2
0,9,0.000391765,1,1.074090122,2,7,0.179904638,250,9
0,10,-0.009916989,1,2.349059202,2,9,0.303263409,363,4
1,12,0.007855344,2,3.381965362,4,6,0.206783844,412,5
0,9,-0.001528828,2,2.126182389,3,8,0.181356875,547,3
0,12,-0.003515771,1,3.012071024,1,8,0.250201584,578,4
0,4,-0.008526379,2,1.76451585,4,6,0.087495172,548,8
0,8,-0.006921664,1,1.524115882,0,7,0.141699687,310,7
0,9,-0.002731606,5,2.418296273,3,7,0.268084582,430,9
0,6,-0.014039208,1,1.862996794,0,2,0.162725218,380,2
0,10,-0.006367251,3,2.472374116,4,5,0.158150495,258,4
0,11,-0.007557171,2,1.367245055,3,2,0.154619312,374,1
0,18,-0.005345237,1,2.318214083,3,4,0.183887914,460,6
0,3,-0.016069135,1,2.508455105,0,3,0.072816747,203,4
1,10,0.007502576,4,2.873547718,4,7,0.239655786,532,9
0,9,0.001036894,3,1.949661046,2,4,0.299795897,464,9
0,8,-0.003742513,5,2.277038248,3,4,0.24593626,474,7
0,21,-0.001465496,5,2.493283562,4,7,0.139839649,636,4
0,11,-0.005557155,1,1.552811727,1,4,0.094009876,255,4
0,12,0.001704175,4,3.416386653,3,9,0.244355695,488,9
0,5,-0.002271374,3,1.951804612,1,7,0.095553922,434,6
0,7,-0.010765775,3,2.368452956,0,4,0.137733859,454,4
0,5,-0.007475443,3,1.640532143,3,9,0.127772881,266,5
0,11,-0.003949069,5,3.31228527,5,8,0.344358162,541,6
0,8,-0.002124824,4,2.687804067,4,9,0.080766302,614,9
0,5,-0.005752538,1,2.093647993,2,6,0.137921651,445,6
0,5,0.006091858,4,2.736359862,3,7,0.131004374,439,9
0,13,-0.004786279,1,1.030685033,0,3,0.202696299,353,3
0,4,-0.006926024,1,2.478993474,1,5,0.254062864,469,9
0,12,-0.008891993,3,1.792327399,2,6,0.097438309,584,8
0,4,-0.005175043,1,1.23707135,1,3,0.127633788,267,4
0,10,-0.003625893,2,1.966156181,1,4,0.114476229,491,6
0,3,-0.009381919,2,0.876319666,2,2,0.06853064,270,3
0,5,0.002256312,6,2.790247114,3,9,0.223569741,394,5
0,3,-0.005865943,3,1.813056456,3,8,0.072838575,332,9
0,5,-0.003549878,3,1.655609581,3,4,0.075182739,466,2
0,5,-0.005553081,1,1.251033517,1,6,0.104944172,442,7
0,3,-0.008764803,2,1.609581703,2,5,0.138670741,384,4
0,8,-0.002895292,1,1.245854845,1,6,0.04234233,263,5
0,4,-0.010616465,1,1.566121477,2,5,0.125208701,208,6
0,6,-0.004417777,1,2.674906656,0,5,0.09477102,390,5
1,5,-0.002731599,3,2.331730813,2,3,0.087598293,349,6
0,2,-0.012963736,1,0.861555343,2,4,0.115151009,419,3
0,3,-0.009516438,3,2.341038483,5,8,0.129784899,425,4
1,16,-0.006490735,2,2.117349973,1,6,0.085154421,502,2
1,10,-0.003889022,1,2.600952771,3,6,0.154579583,507,8
1,11,-0.002282366,3,2.523907876,1,3,0.071749017,321,4
1,12,-0.007192122,5,1.988622293,4,4,0.260624091,588,5
0,10,0.002753689,3,2.673567512,2,9,0.180251768,436,6
1,18,-0.001588698,7,1.376302746,5,9,0.22090059,577,9
0,6,0.003976241,1,1.596663472,0,3,0.114916619,285,3
0,5,-0.001046941,4,1.953262873,1,5,0.186360356,328,5
0,3,-0.016409439,2,1.513592639,2,4,0.11126759,472,4
0,13,-0.010426359,3,2.663655508,3,5,0.128485262,402,8
1,6,-0.004074607,4,1.796070505,3,7,0.187998552,537,8
0,10,0.000711728,1,2.430960087,2,4,0.125515456,345,6
0,7,-0.01048864,2,2.199605062,1,4,0.088013122,323,4
1,17,-0.003102254,3,2.506498572,3,5,0.292480048,560,8
0,17,0.001720065,2,2.576595526,3,6,0.168062659,498,7
0,14,-0.007031077,5,2.547533434,2,3,0.145846652,374,8
1,11,-0.009054111,2,2.603222464,1,4,0.204314684,270,3
0,10,-0.007986004,3,2.776901977,7,5,0.175290254,567,9
0,5,-0.010533102,1,1.27000896,3,6,0.052036233,346,3
0,10,-0.003478788,1,1.629769592,0,7,0.158802251,287,6
0,9,-0.005162521,2,2.519125616,3,4,0.077411757,338,9
0,4,-0.004025048,1,1.533622732,0,4,0.050490225,418,4
0,2,-0.010835104,1,0.801897965,2,4,0.093507996,438,4
0,3,-0.007633416,2,1.70830198,1,8,0.049732882,364,3
1,10,-0.004135131,1,2.531778812,2,8,0.223419013,590,4
0,5,-0.001983323,3,2.55942876,3,6,0.161443571,376,5
0,7,-0.005881351,4,2.42298082,5,8,0.131630037,439,5
0,12,-0.011697271,2,1.739045957,0,3,0.244751982,364,1
0,3,-0.013346718,1,0.950160281,0,3,0.080555922,448,5
1,3,-0.002828984,3,2.198821676,3,3,0.16478967,338,6
0,4,-0.00604246,2,3.070672782,7,8,0.236322634,411,8
0,3,0.000771503,4,2.071966563,3,7,0.110082997,442,6
1,5,-0.007484725,1,1.437534713,2,3,0.148711157,713,7
0,9,-0.003826757,1,2.465011478,3,9,0.144725315,456,4
1,12,-0.001519796,3,1.42518115,2,3,0.161669369,539,3
0,12,0.000136685,1,1.250490207,2,8,0.199883312,404,3
0,3,-0.014308666,1,2.358920535,1,4,0.142595523,314,2
1,10,0.005582971,8,3.288527599,5,7,0.183487593,506,8
0,6,-0.00302804,5,2.329238619,3,2,0.171065056,423,8
0,9,-0.008948836,1,2.239411317,2,5,0.352186457,316,5
0,10,-0.006967524,2,2.138682208,2,7,0.073874126,469,9
0,17,0.007349712,4,3.19177661,4,9,0.371443027,400,6
0,7,-0.003580034,1,1.730622146,0,3,0.091513145,375,3
1,15,0.012286551,3,2.424957123,3,6,0.421655798,546,8
0,7,0.006871511,1,3.44771446,3,7,0.194522478,618,6
1,18,0.00115104,2,3.268671306,8,8,0.266648039,533,6
0,5,-0.004758726,3,1.316259742,4,4,0.146459905,353,2
0,16,0.003492858,2,1.988107312,3,6,0.443586702,439,7
0,7,0.000975957,1,1.895163265,4,8,0.096566555,363,4
0,13,-0.002675055,6,2.602346029,2,2,0.080073994,410,7
0,6,-0.007749603,1,1.765569464,3,4,0.147462383,406,2
0,3,-0.015549808,2,1.207312918,3,4,0.108607797,342,2
0,3,0.006122931,3,2.414452557,1,5,0.172467332,503,3
0,6,-0.015010912,1,0.875237142,0,2,0.035298969,183,4
1,5,-0.001779224,3,1.626937729,2,3,0.181455865,518,8
0,2,-0.015580576,1,1.539743519,0,3,0.087130278,223,3
1,9,-0.001106125,5,2.200570215,5,6,0.288553484,668,9
0,7,-0.003391472,1,2.018623181,1,6,0.055889728,400,7
1,11,-0.00609466,2,1.713052371,2,1,0.051871521,366,3
1,18,0.005307366,1,2.271905066,0,6,0.079483317,521,5
0,9,0.001326749,3,2.349574193,1,5,0.135460004,538,8
1,8,0.003553378,4,1.741724314,3,5,0.21744753,624,6
0,4,-0.001359638,2,1.387564839,1,5,0.109260006,369,6
0,12,-0.005792461,6,2.35745902,3,6,0.143763452,544,4
0,11,-0.013805927,2,2.027453858,2,4,0.120851609,352,4
0,18,-0.00460524,4,1.808489887,3,7,0.095711463,581,9
0,7,0.006974834,1,2.320055141,1,8,0.226677914,454,5
1,11,-0.001211005,5,2.774792086,1,6,0.272890418,422,6
0,2,0.000475882,2,1.858587507,3,6,0.066891523,266,6
1,16,0.001872869,2,2.365029624,2,5,0.201926599,442,7
0,13,-0.010644422,5,1.808081638,4,5,0.091542363,442,6
0,3,-0.013083651,1,1.816730373,2,2,0.10763045,365,4
0,8,0.003043594,3,1.963535608,0,5,0.114981857,433,3
0,10,-0.007572799,1,2.214568078,1,4,0.155570692,242,5
0,12,-0.000885135,2,1.823164198,5,7,0.194935521,503,9
1,14,-0.010295584,1,2.229709866,6,9,0.266974169,330,7
0,12,0.00080903,4,2.242162513,2,7,0.131021763,463,7
0,6,-0.003475327,4,1.863636939,1,7,0.213964821,315,7
0,12,-0.010169971,5,2.227666028,2,6,0.093727068,676,4
0,9,-0.004927342,1,1.827609893,1,7,0.084873806,468,5
0,13,-2.95E-05,4,2.756515117,6,5,0.316317861,518,7
0,6,-0.00427929,1,2.252836754,0,4,0.147920854,351,6
1,10,-0.005388563,2,1.168387625,0,5,0.055236713,297,8
0,2,-0.012434964,3,1.240699309,1,6,0.126116732,415,8
0,10,-0.006089323,6,2.0609411,5,8,0.270571265,543,7
0,9,-0.005603013,4,1.702582483,0,5,0.197945922,421,5
1,4,0.005881717,4,2.14623031,2,8,0.121847017,547,9
1,7,8.67E-05,3,2.621588938,7,9,0.491956318,485,9
1,25,-0.002730387,6,2.544675324,5,4,0.396976487,667,9
0,7,-0.005651893,1,1.579434937,2,1,0.081361158,406,2
0,8,-0.012123778,3,2.897470238,0,4,0.153514851,324,5
0,12,-0.000142542,3,2.036828548,5,5,0.089826135,505,8
1,5,-0.004484306,2,3.284817062,1,6,0.232736902,381,8
1,5,-0.00099216,4,2.09182306,5,7,0.234375029,515,6
0,9,-0.010278942,6,1.388858187,3,4,0.154417418,470,5
0,5,-0.004976279,3,2.135746269,4,5,0.214120595,189,3
0,9,-0.000973374,6,2.682943899,0,5,0.235399828,361,5
0,9,0.004920052,3,2.595381754,3,7,0.212483015,603,9
0,13,-0.003194633,5,2.023838006,3,7,0.22003708,424,5
0,11,-0.002571568,3,1.06013112,3,6,0.061837852,469,3
0,8,-0.008756051,2,1.25826192,1,4,0.166680193,462,3
1,11,-0.004858771,1,2.729642029,3,7,0.07279263,364,4
0,8,-0.003043575,3,1.106206056,4,4,0.261884864,382,7
1,5,0.001080191,4,2.600433483,3,5,0.154080101,355,6
0,4,-0.002728454,1,2.725342882,2,8,0.081965023,464,5
0,18,-0.000803406,4,2.141893208,4,4,0.125318379,497,5
0,8,-0.004989459,3,1.705167345,3,7,0.126116421,412,3
0,15,-0.005010177,6,2.158521989,5,4,0.04200324,560,5
0,16,-0.00184261,2,2.837539286,3,6,0.27849061,464,6
0,7,0.004845699,7,2.866193967,3,7,0.432283269,425,5
0,3,-0.00700635,2,2.084291597,0,4,0.185597561,401,6
0,14,-0.002982228,5,2.035390604,2,6,0.115090452,399,2
0,13,-0.002447518,2,0.879218231,2,8,0.272353805,518,6
0,10,-0.005208429,1,2.065547975,1,4,0.087141284,446,7
1,5,-0.001018306,2,1.856130829,7,7,0.167305707,606,7
0,10,-0.003977868,1,1.875287201,2,7,0.279073522,402,8
0,13,-0.00170571,2,2.557637751,2,7,0.189594843,482,8
0,3,-0.011099998,1,2.386450179,1,5,0.08812878,327,6
1,3,-0.003475995,2,2.208350681,4,6,0.075870785,549,4
0,5,-0.003065199,2,2.683969013,3,9,0.133743238,372,7
0,17,-0.004181027,2,2.233543327,1,6,0.331988689,514,3
0,5,0.003881048,4,2.692430506,4,8,0.131545199,307,7
0,18,-0.0021923,3,2.414435948,2,9,0.146036349,400,3
0,6,-0.004762021,1,2.34874036,4,8,0.325326353,381,8
1,11,0.001335057,4,2.902358642,4,7,0.192627771,419,9
1,10,-0.003654428,4,1.993620153,4,9,0.311426106,386,8
0,8,-0.005805164,1,1.883658423,3,2,0.108286031,190,2
0,5,-0.00157005,2,3.128392846,5,9,0.182901885,377,9
0,5,-0.013593535,1,1.14020236,0,4,0.081041712,382,3
0,5,-0.021543404,1,2.270429105,1,8,0.097148317,271,2
1,17,-0.000205054,7,1.856495982,6,7,0.475298398,576,5
0,13,-0.00568245,2,1.493553982,0,3,0.102112898,335,3
0,8,-0.00721798,4,2.328169509,3,7,0.08498726,492,4
1,11,-0.002616135,1,2.401273725,4,5,0.261774638,652,9
0,9,-0.003756978,5,2.445693793,3,6,0.206102267,504,7
1,11,-0.000614592,3,2.925194494,7,6,0.214724774,490,7
0,4,0.000271645,1,0.939393752,0,3,0.080538364,398,4
0,11,-0.010042668,5,1.99480663,2,7,0.065590163,384,5
0,20,-0.000864912,3,3.292123213,5,9,0.24721078,637,7
0,7,-0.002988007,6,2.882726394,5,7,0.11001493,470,4
1,12,-0.00099507,6,3.143999683,5,9,0.309812618,601,9
0,11,-0.010107751,1,2.44148861,0,9,0.130684894,574,5
