"DATE","GBPUSD","EURUSD","USDJPY","VOL","OIL","SP500","INTO_USD","NUM_FAILS"
"01/03/1995 00:00",1.5797,1.295672454,96.8,0.072940736,18.32,486.15,-3391,2
"02/03/1995 00:00",1.5895,1.296008294,96.23,0.072856448,18.35,486.45,-3095,0
"03/03/1995 00:00",1.625,1.316309069,94.15,0.075506064,18.63,485.85,-1109,15
"06/03/1995 00:00",1.6412,1.335648457,92.88,0.0850676,18.59,486.2,-581,14
"07/03/1995 00:00",1.6242,1.341021859,91.67,0.084774896,18.63,482.25,-600,4
"08/03/1995 00:00",1.622,1.347164219,90.6,0.083268944,18.33,483.45,-563,4
"09/03/1995 00:00",1.6185,1.343724805,90.37,0.084312736,18.02,483.4,-663,2
"10/03/1995 00:00",1.582,1.321003963,91.23,0.10074784,17.91,495,-1705,17
"13/03/1995 00:00",1.5913,1.325908247,90.27,0.100988656,18.19,494.05,-1544,3
"14/03/1995 00:00",1.5877,1.322401481,91.2,0.100738544,17.94,497.4,-1672,2
"15/03/1995 00:00",1.599,1.339584729,89.77,0.104715808,18.11,496.1,-1262,12
"16/03/1995 00:00",1.592,1.340842049,89.6,0.104752224,18.16,499.55,-1972,0
"17/03/1995 00:00",1.5847,1.335291761,89.25,0.105052112,18.26,499.75,-2325,4
"20/03/1995 00:00",1.5823,1.32837407,89.35,0.106146096,18.56,500.15,-3595,5
"21/03/1995 00:00",1.5807,1.322051824,89.25,0.10725728,18.41,499.35,-3417,4
"22/03/1995 00:00",1.588,1.323801959,88.93,0.107242928,18.96,499.35,-3700,1
"23/03/1995 00:00",1.595,1.327668614,88.15,0.107278912,18.92,499.35,-3233,2
"24/03/1995 00:00",1.5947,1.321353066,88.73,0.108886736,18.78,505.4,-2785,4
"27/03/1995 00:00",1.596,1.327668614,89.33,0.109251488,19.07,507.55,-2858,4
"28/03/1995 00:00",1.6005,1.332977873,89.28,0.109347296,19.05,507.4,-2337,3
"29/03/1995 00:00",1.613,1.349892009,88.12,0.113936624,19.22,506.45,-1636,12
"30/03/1995 00:00",1.5965,1.326084074,89.6,0.12527776,19.15,506.4,-3247,17
"31/03/1995 00:00",1.628,1.361470388,86.38,0.145378448,19.17,504.4,-2735,25
"03/04/1995 00:00",1.617,1.35501355,86.18,0.144813152,19.03,504.6,396,4
"04/04/1995 00:00",1.6033,1.344989913,86.5,0.145539936,19.18,507.8,2909,7
"05/04/1995 00:00",1.6035,1.347345729,86.47,0.145128832,19.56,508.9,3065,1
"06/04/1995 00:00",1.6088,1.355564593,85.37,0.145498272,19.77,509.6,-3213,6
"07/04/1995 00:00",1.6065,1.35501355,84.22,0.144220128,19.67,508.65,-2466,0
"10/04/1995 00:00",1.5935,1.334222815,83.1,0.152083984,19.59,509.7,-1246,15
"11/04/1995 00:00",1.5963,1.336541032,83.62,0.151879744,19.88,508,-206,1
"12/04/1995 00:00",1.5882,1.332800213,84.07,0.15225632,19.55,509.95,3116,2
"13/04/1995 00:00",1.605,1.348799568,83.47,0.155576928,19.15,512.15,-367,11
"18/04/1995 00:00",1.613,1.362954886,81.52,0.152138288,20.05,507.75,-2617,10
"19/04/1995 00:00",1.6178,1.370050692,81.07,0.147216608,20.41,506.65,-1951,5
"20/04/1995 00:00",1.6118,1.355197181,82.7,0.150788416,20.19,507.3,-2294,10
"21/04/1995 00:00",1.6082,1.351168761,82.8,0.150535616,20.41,510.3,-2895,2
"24/04/1995 00:00",1.6075,1.358880283,83.35,0.151177952,20.12,515,-3018,5
"25/04/1995 00:00",1.614,1.366120219,81.65,0.142274176,20.29,513.4,-2244,5
"26/04/1995 00:00",1.6108,1.349892009,84.15,0.147032832,20.15,514.2,-3358,12
"27/04/1995 00:00",1.618,1.358142062,83.6,0.147545792,20.43,515.3,-3110,6
"28/04/1995 00:00",1.6097,1.352082207,84,0.143731856,20.38,516.75,1396,4
"02/05/1995 00:00",1.6125,1.357773252,83.28,0.144173008,20.09,516.65,-2865,4
"03/05/1995 00:00",1.616,1.358511072,83.25,0.143511168,19.89,522.6,2850,0
"04/05/1995 00:00",1.6178,1.36425648,83.55,0.142803824,20.29,523,-1324,4
"05/05/1995 00:00",1.6009,1.364815068,84.18,0.141789776,20.33,521.35,-431,0
"09/05/1995 00:00",1.5893,1.369112815,82.95,0.1419192,19.61,524.45,165,3
"10/05/1995 00:00",1.58,1.357773252,83.55,0.144436624,19.75,525.4,3353,8
"11/05/1995 00:00",1.5705,1.335470085,85.45,0.152307392,19.41,526.65,3257,16
"12/05/1995 00:00",1.572,1.311991603,86.78,0.160517104,19.52,527.25,952,17
"15/05/1995 00:00",1.5597,1.31147541,86.83,0.15996936,19.9,529.9,973,0
"16/05/1995 00:00",1.5695,1.314405889,86.4,0.155240672,20.08,529.5,1605,2
"17/05/1995 00:00",1.5697,1.313197636,86.62,0.14660408,19.96,527.8,2138,0
"18/05/1995 00:00",1.5635,1.295840352,87.6,0.127448832,20,519.1,2684,13
"19/05/1995 00:00",1.5735,1.309757695,86.8,0.132022096,20.06,520.35,1950,10
"22/05/1995 00:00",1.5677,1.301913813,87.72,0.131489344,19.84,525.3,2089,6
"23/05/1995 00:00",1.571,1.307702367,87.07,0.132232688,19.77,530,2042,4
"24/05/1995 00:00",1.574,1.309929264,87.15,0.130774336,19.41,529.45,2213,1
"25/05/1995 00:00",1.6023,1.339764202,85.05,0.147935648,19.26,529.9,3190,22
"26/05/1995 00:00",1.6065,1.360544218,83.07,0.147617472,18.69,523.85,1820,15
"30/05/1995 00:00",1.6015,1.355197181,83.05,0.1481788,18.78,523.5,603,3
"31/05/1995 00:00",1.5897,1.3374348,84.7,0.153222752,18.89,533.35,673,13
"01/06/1995 00:00",1.5912,1.328903654,85.12,0.150067584,18.9,533.75,1147,6
"02/06/1995 00:00",1.5882,1.343002955,84.15,0.15014112,19.14,532.15,965,10
"05/06/1995 00:00",1.5945,1.345532831,84.63,0.149344016,19.25,536.65,3653,1
"06/06/1995 00:00",1.5882,1.335648457,85.16,0.1475412,19.06,535.35,77,7
"07/06/1995 00:00",1.5922,1.341561578,84.33,0.148018816,19.13,533.25,3666,4
"08/06/1995 00:00",1.5872,1.331026221,85.09,0.148529904,18.91,531.65,3415,7
"09/06/1995 00:00",1.597,1.349527665,84.33,0.153545936,18.8,533.15,-3264,13
"12/06/1995 00:00",1.5967,1.34354427,84.11,0.150091392,18.86,536.8,-2541,4
"13/06/1995 00:00",1.5948,1.341381623,84.12,0.148942176,18.91,540.8,-2272,1
"14/06/1995 00:00",1.6095,1.350074254,84.27,0.14973408,19.05,540.6,-1992,6
"15/06/1995 00:00",1.5947,1.338688086,84.8,0.151127312,18.94,542.8,-2780,8
"16/06/1995 00:00",1.6077,1.346619984,84.51,0.152253616,18.84,543.9,-1486,5
"19/06/1995 00:00",1.5985,1.347890551,84.52,0.151696,18.22,549.65,-2284,0
"20/06/1995 00:00",1.6037,1.354279523,84.53,0.152423024,17.97,549.3,-1622,4
"21/06/1995 00:00",1.6048,1.354646437,84.35,0.1520876,17.46,548.95,-1815,0
"22/06/1995 00:00",1.6067,1.362769147,84.24,0.15121096,17.5,555.35,-1694,5
"23/06/1995 00:00",1.604,1.361655773,84.42,0.1426256,17.49,554.9,-121,0
"26/06/1995 00:00",1.5839,1.354096141,84.4,0.132875232,17.64,548.2,3712,5
"27/06/1995 00:00",1.584,1.361655773,84.14,0.133442128,17.77,547.15,2086,5
"28/06/1995 00:00",1.5808,1.356852103,84.4,0.134129456,17.97,549.4,-997,3
"29/06/1995 00:00",1.5888,1.357220413,85.12,0.134019392,17.56,548.45,56,0
"30/06/1995 00:00",1.5908,1.360544218,84.93,0.126777312,17.4,547.15,-313,2
"05/07/1995 00:00",1.593,1.364442625,84.96,0.122578048,17.18,552,-111,2
"06/07/1995 00:00",1.5988,1.365933616,85.24,0.122578448,17.37,557.85,-2886,1
"07/07/1995 00:00",1.5925,1.358511072,86.77,0.106157296,17.14,560.05,-2628,5
"10/07/1995 00:00",1.5888,1.354279523,87.26,0.09651264,17.34,561.2,-3072,3
"11/07/1995 00:00",1.5892,1.352447931,87.39,0.095911568,17.32,557.75,-2180,1
"12/07/1995 00:00",1.5918,1.350438893,87.57,0.087496256,17.49,564.1,3003,1
"13/07/1995 00:00",1.6,1.361285053,87.54,0.0878408,17.25,564,-3754,7
"14/07/1995 00:00",1.5957,1.362212233,87.74,0.08275296,17.32,562.75,-2469,0
"17/07/1995 00:00",1.594,1.357773252,88.88,0.08334296,17.2,565.45,-2275,3
"18/07/1995 00:00",1.596,1.36369835,88.33,0.080811808,17.35,560.9,-3665,4
"19/07/1995 00:00",1.5962,1.362583458,87.72,0.080125952,17.33,553.9,-2093,0
"20/07/1995 00:00",1.5992,1.373626374,87.75,0.07890304,16.77,556.25,-2920,8
"21/07/1995 00:00",1.5937,1.367053999,88.67,0.070637152,16.79,555.35,393,4
"24/07/1995 00:00",1.5972,1.369863014,87.48,0.069215248,16.88,560.4,-3771,2
"25/07/1995 00:00",1.5868,1.361470388,87.84,0.071742256,16.93,563.3,-188,6
"26/07/1995 00:00",1.5962,1.370614035,87.77,0.071917088,17.5,564.05,63,6
"27/07/1995 00:00",1.5953,1.369112815,88.12,0.066842544,17.49,567.55,-466,1
"28/07/1995 00:00",1.602,1.377031121,88.19,0.06674784,17.43,564.3,10,5
"31/07/1995 00:00",1.601,1.376462491,88.01,0.066829712,17.56,563.15,-1296,0
"01/08/1995 00:00",1.5987,1.376462491,88.27,0.065731328,17.7,561.4,-744,0
"02/08/1995 00:00",1.6008,1.36369835,90.72,0.071768912,17.78,559.35,-2349,9
"03/08/1995 00:00",1.6055,1.370614035,90.49,0.071165424,17.72,560.45,-1251,5
"04/08/1995 00:00",1.6087,1.369487812,91.16,0.071166016,17.71,560.6,-59,0
"07/08/1995 00:00",1.6033,1.358695652,91.12,0.073142656,17.65,561.25,-502,7
"08/08/1995 00:00",1.6025,1.35501355,91.65,0.071677024,17.79,561.85,-761,2
"09/08/1995 00:00",1.6,1.354646437,91.62,0.070952448,17.78,561.9,-1130,0
"10/08/1995 00:00",1.5888,1.343002955,92.83,0.075230048,17.89,558.5,111,8
"11/08/1995 00:00",1.5775,1.334400854,93.72,0.076766496,17.86,557.2,843,6
"14/08/1995 00:00",1.5762,1.332445037,93.53,0.074640272,17.48,561.7,725,1
"15/08/1995 00:00",1.5527,1.298701299,96.77,0.103997376,17.47,560.05,2427,25
"16/08/1995 00:00",1.552,1.300390117,97.7,0.104311808,17.55,560.6,2390,1
"17/08/1995 00:00",1.5392,1.299376299,97.91,0.104027824,17.66,560.6,2772,0
"18/08/1995 00:00",1.545,1.303950971,96.93,0.104444224,17.87,561.6,2476,3
"21/08/1995 00:00",1.541,1.303101381,96.71,0.104327248,18.25,558.85,2610,0
"22/08/1995 00:00",1.5377,1.293159188,96.61,0.105977216,17.88,559.9,2561,7
"23/08/1995 00:00",1.5432,1.298195508,96.31,0.107136848,18,557.8,2646,3
"24/08/1995 00:00",1.5417,1.297521733,96.65,0.10342456,17.86,559.1,2643,0
"25/08/1995 00:00",1.544,1.297521733,96.64,0.10331112,17.86,562.05,2823,0
"29/08/1995 00:00",1.5468,1.299545159,97.69,0.103594448,17.82,560.55,2727,1
"30/08/1995 00:00",1.544,1.298026999,98.82,0.10210312,17.79,561.15,2758,1
"31/08/1995 00:00",1.549,1.303271211,97.95,0.103424368,17.84,562.85,2474,4
"01/09/1995 00:00",1.5528,1.30565348,97.41,0.099879136,18.04,564.95,2545,1
"05/09/1995 00:00",1.5567,1.305994515,97.78,0.099165504,18.58,569.35,2261,0
"06/09/1995 00:00",1.5481,1.295672454,98.72,0.100025024,18.36,571.15,2490,7
"07/09/1995 00:00",1.5515,1.298869983,98.42,0.097645216,18.27,571,2349,2
"08/09/1995 00:00",1.548,1.296008294,99.74,0.097629184,18.44,578.15,2055,2
"11/09/1995 00:00",1.5487,1.302083333,99.51,0.09692976,18.47,578.65,1410,4
"12/09/1995 00:00",1.5535,1.302252898,100.78,0.097014576,18.64,581.4,1143,0
"13/09/1995 00:00",1.549,1.288161793,102.5,0.100334576,18.54,584.2,2976,10
"14/09/1995 00:00",1.5477,1.289490651,102.55,0.09839944,18.85,588.9,3050,1
"15/09/1995 00:00",1.5523,1.290322581,103.67,0.096484096,18.92,589.1,-258,0
"18/09/1995 00:00",1.5448,1.290655653,103.7,0.096653152,18.93,587.75,2956,0
"19/09/1995 00:00",1.5453,1.290822254,104.21,0.095136448,18.95,589.9,2224,0
"20/09/1995 00:00",1.552,1.303950971,102.98,0.10113592,18.07,592.15,-104,10
"21/09/1995 00:00",1.5673,1.324503311,100.47,0.112569728,17.56,586.65,-2751,15
"22/09/1995 00:00",1.5804,1.339405304,98.77,0.115178192,17.25,587.25,-1819,11
"25/09/1995 00:00",1.5719,1.331735251,99.62,0.11486344,17.47,586,-2309,5
"26/09/1995 00:00",1.569,1.325029813,101.17,0.11572192,17.33,585.95,-2860,5
"27/09/1995 00:00",1.571,1.335470085,100,0.088920576,17.57,585.45,-2231,7
"28/09/1995 00:00",1.582,1.339405304,99.5,0.089110032,17.76,589.2,-2122,2
"29/09/1995 00:00",1.5825,1.336362421,98.71,0.089477568,17.54,588.2,-2394,2
"02/10/1995 00:00",1.5885,1.334044824,100.47,0.089456176,17.64,585.05,-2260,1
"03/10/1995 00:00",1.5805,1.324854266,101.34,0.092157872,17.56,586.3,-3114,6
"04/10/1995 00:00",1.5817,1.327668614,101.05,0.08883448,17.3,584.9,-2227,2
"05/10/1995 00:00",1.5825,1.331026221,100.49,0.088515856,16.87,586.6,-2295,2
"06/10/1995 00:00",1.5813,1.329256945,100.7,0.088656768,17.03,586.6,-2188,1
"09/10/1995 00:00",1.5848,1.342462075,100.25,0.092484064,17.31,581.75,-1930,9
"10/10/1995 00:00",1.5776,1.3374348,100.47,0.093564064,17.42,581.25,-2400,3
"11/10/1995 00:00",1.5736,1.334044824,100.86,0.093923552,17.29,583.35,-2035,2
"12/10/1995 00:00",1.5717,1.337613697,100.27,0.093608224,17.12,587.5,-1991,2
"13/10/1995 00:00",1.5724,1.331912627,100.68,0.094744384,17.41,588.2,-2274,4
"16/10/1995 00:00",1.576,1.338688086,100.38,0.09551576,17.59,585.1,-1816,5
"17/10/1995 00:00",1.5738,1.339943722,100.33,0.095515904,17.68,589.9,-1854,0
"18/10/1995 00:00",1.5697,1.33457894,100.71,0.092982576,17.61,590.95,-2806,4
"19/10/1995 00:00",1.5713,1.342822613,100.63,0.094119936,17.32,593.95,-185,6
"20/10/1995 00:00",1.5757,1.353546291,100.07,0.095628336,17.15,589.65,-1259,7
"23/10/1995 00:00",1.5808,1.360729351,99.73,0.095828736,17.21,587.8,-3261,5
"24/10/1995 00:00",1.5817,1.360729351,100.16,0.095845552,17.32,589.25,-2801,0
"25/10/1995 00:00",1.5795,1.355380862,101.32,0.089915584,17.32,583.95,-3742,3
"26/10/1995 00:00",1.574,1.349709812,101.81,0.091536704,17.58,578.65,-3338,4
"27/10/1995 00:00",1.58,1.355380862,101.68,0.091823104,17.54,583.5,-482,4
"30/10/1995 00:00",1.5765,1.351533991,101.6,0.092677568,17.62,586.7,-1886,2
"31/10/1995 00:00",1.5809,1.350803728,102.13,0.092787888,17.64,583.85,60,0
"01/11/1995 00:00",1.5785,1.344266703,103.05,0.090816176,17.74,588.25,-730,4
"02/11/1995 00:00",1.5809,1.343002955,103.63,0.079452256,17.98,592.35,-1188,0
"03/11/1995 00:00",1.58,1.346257404,103.65,0.072858256,17.94,592.5,-537,2
"06/11/1995 00:00",1.5798,1.346257404,102.88,0.070641568,17.71,591.3,893,0
"07/11/1995 00:00",1.5782,1.345532831,102.97,0.068797456,17.65,588.2,-1585,0
"08/11/1995 00:00",1.58,1.346076188,102.36,0.06512864,17.82,594.1,-444,0
"09/11/1995 00:00",1.5787,1.34643867,101.45,0.064624272,17.84,594.7,-638,0
"10/11/1995 00:00",1.5755,1.348799568,100.7,0.064347072,17.83,594.45,-320,1
"13/11/1995 00:00",1.5585,1.342462075,101.75,0.06575232,17.8,593.9,2596,4
"14/11/1995 00:00",1.5645,1.348072257,101.54,0.063070144,17.82,590.45,-237,4
"15/11/1995 00:00",1.5575,1.356300014,101.14,0.064959952,17.93,596.3,-1079,6
"16/11/1995 00:00",1.5553,1.352082207,102.25,0.065654992,18.19,599.9,914,3
"17/11/1995 00:00",1.5516,1.356116084,102.15,0.065787776,18.57,601.15,3245,2
"20/11/1995 00:00",1.546,1.349345567,101.32,0.061616752,18.06,598.4,758,5
"21/11/1995 00:00",1.559,1.353912808,101.34,0.061128816,17.97,601.75,3739,3
"22/11/1995 00:00",1.561,1.353363107,101.02,0.060536192,17.96,600.4,3236,0
"27/11/1995 00:00",1.5513,1.333333333,101.89,0.066321712,18.38,601.8,695,15
"28/11/1995 00:00",1.5468,1.334757074,101.29,0.066341296,18.33,607.9,941,1
"29/11/1995 00:00",1.534,1.331557923,101.55,0.065672224,18.26,608.05,1166,2
"30/11/1995 00:00",1.529,1.324327904,101.55,0.06468912,18.18,607.25,1578,5
"01/12/1995 00:00",1.531,1.322926313,101.32,0.059486112,18.43,608.3,1636,1
"04/12/1995 00:00",1.5335,1.325732467,101.05,0.057316944,18.63,614.8,1488,2
"05/12/1995 00:00",1.5403,1.329964091,101.43,0.05848728,18.67,618.75,1066,3
"06/12/1995 00:00",1.5407,1.327140013,101.35,0.057854624,18.77,619.8,1226,2
"07/12/1995 00:00",1.5378,1.328021248,101.2,0.057000864,18.73,616.65,1258,0
"08/12/1995 00:00",1.5277,1.322926313,101.21,0.055934912,18.97,624.2,1676,3
"11/12/1995 00:00",1.534,1.324678765,101.05,0.055921232,18.66,625.9,667,1
"12/12/1995 00:00",1.5315,1.321003963,101.81,0.0562568,18.73,625,1333,2
"13/12/1995 00:00",1.5327,1.319087192,101.65,0.054926528,19,627.55,1454,1
"14/12/1995 00:00",1.5393,1.325732467,101.5,0.057340576,19.11,623.75,720,5
"15/12/1995 00:00",1.5393,1.326435867,102.08,0.056773824,19.51,622.75,724,0
"18/12/1995 00:00",1.5385,1.334044824,101.59,0.059601968,19.67,611.7,3511,5
"19/12/1995 00:00",1.5435,1.331557923,101.75,0.059774016,18.99,617.85,504,1
"20/12/1995 00:00",1.538,1.326963907,101.95,0.060405584,18.97,613.05,988,3
"21/12/1995 00:00",1.5391,1.330317946,101.84,0.061007648,18.96,615.95,686,2
"22/12/1995 00:00",1.5415,1.330494944,102.49,0.060685664,19.14,618.35,418,0
"27/12/1995 00:00",1.5602,1.339225927,102.77,0.062592544,19.5,619.2,-775,6
"28/12/1995 00:00",1.5572,1.338688086,102.55,0.061262384,19.36,617.75,-852,0
"29/12/1995 00:00",1.5505,1.339225927,103.08,0.058264896,19.55,618.45,-175,0
"02/01/1996 00:00",1.557,1.338867318,103.97,0.05769432,19.81,625.1,-3146,0
"03/01/1996 00:00",1.551,1.334222815,104.34,0.057509392,19.89,626.95,-3659,3
"04/01/1996 00:00",1.5492,1.320829481,106.05,0.062677248,19.91,619.8,-1556,10
"05/01/1996 00:00",1.553,1.334935256,104.85,0.069995792,20.26,619.3,-534,10
"08/01/1996 00:00",1.5495,1.332977873,105.24,0.070055792,20.26,622.4,-781,1
"09/01/1996 00:00",1.5457,1.331203408,105.17,0.069708816,19.95,608.5,-1274,1
"10/01/1996 00:00",1.5452,1.335113485,104.94,0.070371888,19.67,600.75,-3720,2
"11/01/1996 00:00",1.545,1.335113485,104.64,0.06274944,18.79,605.65,-284,0
"12/01/1996 00:00",1.5472,1.333155579,105.12,0.062821568,18.25,604.95,34,1
"15/01/1996 00:00",1.5457,1.329080276,105.24,0.063070288,18.38,603.2,-209,3
"16/01/1996 00:00",1.5383,1.320132013,105.68,0.064164608,18.05,610.9,1644,6
"17/01/1996 00:00",1.5295,1.314578678,105.52,0.06523224,18.52,608.3,3430,4
"18/01/1996 00:00",1.523,1.310444241,105.28,0.065386592,19.18,610.5,595,3
"19/01/1996 00:00",1.5105,1.302422506,105.38,0.06655304,18.94,614.15,1447,6
"22/01/1996 00:00",1.5147,1.304461258,105.76,0.066726688,18.15,613.7,863,1
"23/01/1996 00:00",1.5145,1.302761855,105.8,0.06665184,18.06,616.15,1119,1
"24/01/1996 00:00",1.513,1.300221038,106.77,0.06607576,18.28,621.95,1339,1
"25/01/1996 00:00",1.5148,1.301236174,106.5,0.06595672,17.67,619,1957,0
"26/01/1996 00:00",1.5028,1.289324394,106.68,0.070350384,17.73,624.15,2360,9
"29/01/1996 00:00",1.5075,1.293828438,106.58,0.07142336,17.45,626.2,2088,3
"30/01/1996 00:00",1.5044,1.291322314,107.3,0.069412224,17.56,631.95,2293,1
"31/01/1996 00:00",1.511,1.294330831,106.92,0.069930208,17.74,637.95,1899,2
"01/02/1996 00:00",1.5127,1.291989664,107.09,0.067119824,17.71,639.65,1522,1
"02/02/1996 00:00",1.519,1.296680498,106.65,0.068446368,17.8,638.35,1712,3
"05/02/1996 00:00",1.5327,1.309757695,105.12,0.075003472,17.54,641.9,630,9
"06/02/1996 00:00",1.5405,1.308557969,105.51,0.074476608,17.69,648.2,108,0
"07/02/1996 00:00",1.5385,1.303950971,106.03,0.07494632,17.74,651.75,594,3
"08/02/1996 00:00",1.5368,1.303950971,106.88,0.071757456,17.76,658.35,653,0
"09/02/1996 00:00",1.5318,1.304461258,106.97,0.0718424,17.78,659.25,820,0
"12/02/1996 00:00",1.531,1.307360439,106.56,0.072319824,17.97,664.25,466,2
"13/02/1996 00:00",1.5337,1.303611002,106.94,0.072549552,18.91,661.8,3448,2
"14/02/1996 00:00",1.5385,1.308386759,106.78,0.073293376,18.96,655.9,-558,3
"15/02/1996 00:00",1.5375,1.30565348,106.12,0.067714032,19.04,651.4,-1786,2
"16/02/1996 00:00",1.5481,1.314060447,105.3,0.062601008,19.16,650.4,-2869,6
"20/02/1996 00:00",1.5445,1.318913216,106.13,0.072494304,19.27,643.5,-2961,3
"21/02/1996 00:00",1.5448,1.322751323,105.18,0.072483632,19.71,651.7,-2632,2
"22/02/1996 00:00",1.5433,1.32310135,105.01,0.072497744,19.85,659.95,-2766,0
"23/02/1996 00:00",1.5403,1.325556734,104.83,0.072675152,19.06,659.25,-1978,1
"26/02/1996 00:00",1.5398,1.32837407,104.26,0.072444864,19.39,648.85,-2152,2
"27/02/1996 00:00",1.5389,1.325381047,104.5,0.069898272,19.7,647.6,-2117,2
"28/02/1996 00:00",1.5342,1.319435282,104.42,0.070057008,19.29,643.5,-2813,4
"29/02/1996 00:00",1.5312,1.312335958,105.13,0.0712792,19.54,638.25,-3224,5
"01/03/1996 00:00",1.5282,1.30701869,105.47,0.069931232,19.44,647.25,-374,4
"04/03/1996 00:00",1.5278,1.307189542,105.15,0.069794688,19.2,650.7,1748,0
"05/03/1996 00:00",1.5281,1.305823975,105.1,0.069753872,19.54,657.45,2935,1
"06/03/1996 00:00",1.5292,1.307873398,105.31,0.069607168,20.19,651.2,755,1
"07/03/1996 00:00",1.5302,1.305994515,105.31,0.069744096,19.81,654.15,563,1
"08/03/1996 00:00",1.5255,1.301236174,105.85,0.064917728,19.61,638,2211,3
"11/03/1996 00:00",1.524,1.302422506,105.35,0.064236112,19.91,644.95,2606,0
"12/03/1996 00:00",1.5198,1.304631442,105.63,0.064034384,20.46,640.9,2595,1
"13/03/1996 00:00",1.5237,1.311131506,105.29,0.065212256,20.58,643.75,2435,4
"14/03/1996 00:00",1.5243,1.309929264,105.34,0.064993232,21.16,647.5,1812,0
"15/03/1996 00:00",1.5237,1.305823975,105.92,0.065088992,21.99,647,221,3
"18/03/1996 00:00",1.531,1.308215594,106.02,0.058235504,23.27,659.5,438,1
"19/03/1996 00:00",1.5323,1.308044474,106.34,0.05817624,24.34,657.3,3507,0
"20/03/1996 00:00",1.5363,1.306847883,106.55,0.05727704,20.85,656.15,3605,0
"21/03/1996 00:00",1.5372,1.307189542,106.55,0.057279152,21.05,654.65,3485,0
"22/03/1996 00:00",1.5348,1.307189542,106.76,0.057271936,21.95,656.35,3595,0
"25/03/1996 00:00",1.524,1.306506402,106.12,0.056922224,22.4,655.9,526,0
"26/03/1996 00:00",1.5222,1.30667712,106.27,0.056266992,22.19,658.8,412,0
"27/03/1996 00:00",1.5185,1.298026999,106.72,0.058484128,21.79,651.3,507,6
"28/03/1996 00:00",1.5231,1.304971943,106.44,0.060428976,21.41,654.75,3016,5
"29/03/1996 00:00",1.5262,1.307189542,106.83,0.05749312,21.47,651.25,3108,1
"01/04/1996 00:00",1.5255,1.302761855,107.53,0.048709888,22.26,657.4,1650,3
"02/04/1996 00:00",1.5244,1.303950971,107.4,0.045395888,22.7,658.6,1205,0
"03/04/1996 00:00",1.5261,1.30667712,106.85,0.044934048,22.27,659.1,692,2
"04/04/1996 00:00",1.528,1.306165099,106.97,0.044888256,22.75,659.6,3221,0
"09/04/1996 00:00",1.5247,1.296344309,108.27,0.048889136,23.06,645,1430,7
"10/04/1996 00:00",1.5168,1.291989664,108.49,0.048677168,24.21,633.25,3184,3
"11/04/1996 00:00",1.5137,1.290822254,108.49,0.048511024,25.34,633.6,3365,0
"12/04/1996 00:00",1.5112,1.288493751,108.69,0.047364,24.29,640.6,448,1
"15/04/1996 00:00",1.5077,1.284026708,108.36,0.04602856,25.06,645.8,773,3
"16/04/1996 00:00",1.5082,1.284356537,108.12,0.044984656,24.47,647.3,517,0
"17/04/1996 00:00",1.5085,1.285512277,108.25,0.04514808,24.67,644.85,858,0
"18/04/1996 00:00",1.508,1.283367556,107.51,0.045244416,23.82,645.95,1019,1
"19/04/1996 00:00",1.5173,1.287332647,107.02,0.046088592,23.95,647.05,570,3
"22/04/1996 00:00",1.5114,1.283532281,106.63,0.046564432,21.53,652.05,1028,2
"23/04/1996 00:00",1.5146,1.281886938,106.46,0.04569112,22.7,655,887,1
"24/04/1996 00:00",1.5128,1.279263144,106.76,0.045702624,22.4,651.7,622,2
"25/04/1996 00:00",1.512,1.27388535,106.49,0.046340032,22.2,655.05,841,4
"26/04/1996 00:00",1.5104,1.27388535,105.71,0.043038736,22.32,656.45,352,0
"29/04/1996 00:00",1.5091,1.278772379,104.54,0.045256992,22.43,655.15,683,3
"30/04/1996 00:00",1.5,1.268391679,104.81,0.049692,21.2,654.85,1580,8
"01/05/1996 00:00",1.4962,1.269518852,105.12,0.049298336,20.81,656.45,1494,0
"02/05/1996 00:00",1.4997,1.270325203,104.68,0.049468112,20.86,645.85,1379,0
"03/05/1996 00:00",1.5028,1.27388535,104.72,0.050682672,21.18,643.5,1293,2
"07/05/1996 00:00",1.5114,1.278935925,104.98,0.052515536,21.11,639.05,836,3
"08/05/1996 00:00",1.5162,1.281065847,105.18,0.052942496,21,647.5,3589,1
"09/05/1996 00:00",1.523,1.280573697,104.77,0.052947504,20.68,647.35,1599,0
"10/05/1996 00:00",1.5214,1.275022313,105.43,0.053955648,21.01,654.9,2350,4
"13/05/1996 00:00",1.5146,1.271455817,104.94,0.051401696,21.36,663.75,3025,2
"14/05/1996 00:00",1.5163,1.269196599,105.83,0.048137344,21.42,667.3,1993,1
"15/05/1996 00:00",1.5131,1.270486596,106.8,0.047849456,21.48,667.35,2444,1
"16/05/1996 00:00",1.5119,1.268230818,106.69,0.047351232,20.78,667.05,3054,1
"17/05/1996 00:00",1.5156,1.276324186,106.64,0.051666464,20.64,671.5,1500,6
"20/05/1996 00:00",1.5122,1.270325203,107.16,0.052226016,22.48,676.25,3537,4
"21/05/1996 00:00",1.5135,1.265182186,107.06,0.05297808,20.63,675.8,3204,4
"22/05/1996 00:00",1.5103,1.266624446,106.89,0.049558848,21.4,680.9,3380,1
"23/05/1996 00:00",1.5132,1.265342275,106.74,0.04894552,21.23,678.45,2996,1
